text,persuasion,persuasion_id
"You would not think that something as simple as skipping a cup of morning coffee to donate to a charity would be able to make such a huge impact in the life of a child, but it really does.",logical-appeal,2
I think that if more people realized how giving up a little in our lives could save the life of a child that more people would participate in charity. Do you think that is true?,logical-appeal,2
It is so important to do your research when deciding to support a charity.,logical-appeal,2
It is sad that there are charities that pop up that end up using more of the funds for their own needs rather than a legitimate one like Save the children that has verifiable credentials and obvious international impact.,logical-appeal,2
Do you think charities should be more transparent about how they will be using the funds?,personal-related-inquiry,3
I prefer to know that the donation I am making big or small is actually going to be going to a trustable fund.,logical-appeal,2
Do you think that people who have the ability to help have a moral obligation to do so?,personal-related-inquiry,3
I think looking at the big picture is a good way to see it.,logical-appeal,2
I believe that most people would make a choice to help with what they could without any sense of guilt or obligation.,logical-appeal,2
I think most people would help just to help.,logical-appeal,2
Do you think people are fundamentally eager to help with what they can like that?,personal-related-inquiry,3
I think that would be a more effective message sometimes.,logical-appeal,2
"Some people may think that they need to be wealthy in order to contribute, that their $5 donation could not possibly do anything to help.",logical-appeal,2
Do you think people would be more likely to donate if they say the impact very small donations could have?,personal-related-inquiry,3
Or do you think that people would feel like microdonations would not be effective no matter what?,personal-related-inquiry,3
"I think a lot of people who do not have an extra $100 would still be willing to donate a small amount to a charity like save the children, if they had an easy way to do it.",logical-appeal,2
At the grocery store sometimes they will ask if I want to round up to the nearest dollar amount and donate that increase in change to charity.,logical-appeal,2
Do you think most people say yes to this?,task-related-inquiry,0
Or they would usually say maybe next time,task-related-inquiry,0
This chat allows you to donate some of your task payment to Save the children.,credibility-appeal,1
The research team collects all the donations people elect to give and send them to save the children to help support the work that they do globally.,credibility-appeal,1
You can choose any amount from $0 to all,donation-information,5
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"Your donation will go towards helping the fight for children's rights to health, education, safety and so on.",credibility-appeal,1
I'm asking you to donate your entire task payment to this foundation.,donation-information,5
"Many different countries, especially war zones...",credibility-appeal,1
One that hits close to home for me is Syria.,credibility-appeal,1
Millions of Syrian children have grown up facing the daily threat of violence.,emotion-appeal,7
"In the first two months of 2018 alone, 1000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
Your small donation could help at least one of these children live a life without fear.,logical-appeal,2
"I love the idea of helping others also, any little way that I can.",logical-appeal,2
Something I found pretty cool is Save The Children actually helped children fully recover in Texas after Hurricane Harvey.,credibility-appeal,1
I like the idea that they are worldwide.,credibility-appeal,1
They are a huge advocate to children.,logical-appeal,2
They believe that children make up 20% of our population but are 100% of our future and I couldn't agree more.,logical-appeal,2
"Yes, your donation will go to help one of millions of children.",credibility-appeal,1
If you would like to be a sponsor for about a dollar a day you can go to  URL and sign up.,credibility-appeal,1
"In 2015, 183,000 sponsors like you supported programs that directly benefited more than 2.8 million children in 23 countries around the world ??Â¸??Â¸ including the United States.",credibility-appeal,1
"Thanks to our growing community of child sponsors, we increased our impact and reach ??Â¸??Â¸ helping 29% more children than we did in 2014",credibility-appeal,1
But after doing this task and reading up on the website I am going to sign up.,personal-story,9
I love to do charity work.,personal-story,9
I also do alot of local volunteer work.,personal-story,9
Any way I can help a defenseless child I will.,personal-story,9
I always place my own child in their shoes.,personal-story,9
That's motivation enough... to picture my babies going through what these kids go through.,personal-story,9
Have you heard of the charity Save the Children?,source-related-inquiry,4
"They promote children's rights, provides relief, and helps support children in developing countries.",credibility-appeal,1
And the charity is highly rated with many positive rewards.,credibility-appeal,1
"Including an ""A"" rating from the American Institute of Philanthropy.",credibility-appeal,1
"It was founded way back on April 15, 1919!",credibility-appeal,1
A charity with that kind of history shows that it has made an amazing impact.,credibility-appeal,1
Just last year they helped a total of 155 million children!,credibility-appeal,1
"The total operating revenue was $807,412 in 2017, and 9 out of every 10  dollars they make goes straight into the programs and services to help children and families in need.",credibility-appeal,1
"A lot of widely known charities aren't as open and honest about where their finances go, but you can easily find Save the Children's financial reports online.",credibility-appeal,1
That's why it's so important to do research before donating.,logical-appeal,2
Save the Children even breaks down where exactly your money goes on their website.,credibility-appeal,1
"For example, 34% of the money donated goes to health & nutrition services and programs, 21% to education, 11% to emergencies, 11% to HIV/AIDs, etc.",credibility-appeal,1
It is fully listed on the site with an easy to read graphic.,logical-appeal,2
Super helpful.,logical-appeal,2
When I first heard about these super well known organizations only actually using about 5% of their proceeds for their services I was shocked.,personal-story,9
Save the Children uses a total of 86% of proceeds for their services and programs!,credibility-appeal,1
"The rest goes to ""fundraising, management, and general"" as the website says.",credibility-appeal,1
That\'s good to hear that it\'s not all about filling some people\'s pockets.,logical-appeal,2
It's pretty infuriating to know that some people play on people's sensitivities and vulnerable states to just get rich.,logical-appeal,2
I know when I make donations I always be sure to get the facts first now.,logical-appeal,2
Have you ever donated to charity in the past?,personal-related-inquiry,3
You can choose an amount that would be taken out automatically from your reward from this task.,donation-information,5
You can pick any amount from $0 to $2.,donation-information,5
"I know that any small donation counts, because the more individuals donate the more impact they can make.",logical-appeal,2
"That's some good karma for you right there, and knowledge that your money is going to help children around the world.",credibility-appeal,1
Have you heard of the Save The Children Foundation?,source-related-inquiry,4
"They ensure children's rights to health, education, safety, etc.",credibility-appeal,1
Yes.,credibility-appeal,1
"For example, the child refugees from Syria.",credibility-appeal,1
"In the first two months of this year, 1000 kids were killed in Syria.",emotion-appeal,7
Crazy.,emotion-appeal,7
Have you ever donated to a charity?,personal-related-inquiry,3
"If you'd like to get a better idea of what Save The Children does, and how to possibly donate, you can visit their website at  URL",credibility-appeal,1
It really does.,logical-appeal,2
It's difficult to know nowadays if your money is actually going to the children.,logical-appeal,2
Save the Children seems to be a very trustable fund.,logical-appeal,2
What would you prefer to see your $5 go to specifically?,task-related-inquiry,0
"Medicine, safety, etc?",task-related-inquiry,0
Where are you from?,personal-related-inquiry,3
"So, what social issue hits closest to home for you?",personal-related-inquiry,3
There are so many relevent issues going on in the world right now its hard to focus on just one.,emotion-appeal,7
What are your thoughts on charities for children?,task-related-inquiry,0
"Have you ever heard of ""Save the Children?""",source-related-inquiry,4
"Its a global charity that works to protect children in terms of safety, protect their rights, prevent starvation,get them proper health care and to ensure a proper education for them as well.",credibility-appeal,1
"Over 1,000 children die every 2 months in Syria from starvation and violence.",credibility-appeal,1
"Any amount over 0$ can be donated, even as little as a few cents and everything helps!",foot-in-the-door,6
The researchers from this study would do all of the work and ensure the donation gets to the charity.,credibility-appeal,1
Your donation will help make these children's lives better in some way.,logical-appeal,2
There are so many issues in this world it is hard to do something about or figure out how to help but this is a step in the right direction.,logical-appeal,2
"There are so many shady charities out there that I think a lot of people are afraid to donate because they do not know where their money is going, but Save the Children is a great and trustworthy one.",logical-appeal,2
Are you interested in donating?,personal-related-inquiry,3
"The organization which collects money from people, and spend it on people and issues which are needed",credibility-appeal,1
I myself have a soft heart for children and usually help the charities for children.,personal-story,9
"Have you heard of ""Save the Children""?",source-related-inquiry,4
I am planning to donate.,personal-story,9
"I heard about this organization few weeks ego on MTurk, and i too k the time to read about it.",personal-story,9
It took my attention and I donated on the last HITs i did,personal-story,9
"Yes , they are connected to big companies.",credibility-appeal,1
They work in 120 countries on different issues.,credibility-appeal,1
I am careful when I want to donate too,personal-story,9
"same here, this organization publishes brief financial reports on its website.",credibility-appeal,1
I've checked on this link:  URL s/about-us/financial-information,credibility-appeal,1
on the website there is a minimum amount but through HIT you can donate anything even 1 cent.,donation-information,5
I donated before and surprisingly it did not even hurt my reward.,personal-story,9
I thought it will,personal-story,9
"I donated 50 cents each time to ""Save the Children""",self-modeling,8
Are you familiar with a charity called Save the Children?,source-related-inquiry,4
Have you ever donated to Save the Children?,personal-related-inquiry,3
The research team for this HIT is collecting donations from people who are doing this task.,credibility-appeal,1
The donation will be taken from your payment for this task.,donation-information,5
"Yes, you can choose any amount from $0 to all of your payment.",donation-information,5
"Hello, I would like to ask you to consider making a donation to Save the Children, an international NGO committed to promoting children's rights, and providing support for children in developing countries.",credibility-appeal,1
Your donation can be from $0 to all of the payment for this task.,donation-information,5
"But before you decide hastily, I would like to remind you that Save the Children is one of the only charities doing what it does.",credibility-appeal,1
"There are children out there now without access to housing, clean water, education, and many other things we often take for granted.",emotion-appeal,7
Save the Children is a world-renowned NGO with a trusted history and background.,credibility-appeal,1
You can read about their successes on their website:   URL,credibility-appeal,1
"Also, they have been given high ratings from different charity watchodgs.",credibility-appeal,1
"I donated $2, which is the maximum payment.",self-modeling,8
"I understand that everyone cannot commit to making a serious donation, but when we think about children suffering, we have a moral imperative to act in their defense.",emotion-appeal,7
"OK, I will not force you to make a decision you don't want to.",emotion-appeal,7
I will just ask you to consider how you would feel if your child was danger like many children are.,emotion-appeal,7
"While that is possible in a local community, it fails to take into account the suffering of kids in developing countries around the world, a specialty of Save the Children.",logical-appeal,2
Save the Children maximizes the efficiency of donations so that every dollar makes a difference.,logical-appeal,2
Right now there are many children who are suffering in the world and they need our help.,emotion-appeal,7
"There is an organization that is international , non governmental that tries to reduce the suffering.",credibility-appeal,1
"Save the Children is the organization does the hard work of bringing health care, education and safety to children around the world.",credibility-appeal,1
"Children around the world are threaten by war such as in Syria, by hunger and disease such as in Africa.",emotion-appeal,7
I feel the same way as you do.,emotion-appeal,7
It broke my heart to see that famous photograph of a child with a vulture sitting next to it.,emotion-appeal,7
It made me both angry and sad.,emotion-appeal,7
"I have always believed that everyone can make a difference, but what was I doing?",emotion-appeal,7
One of those ways is to contribute to Save the Children.,logical-appeal,2
It is one of the best organizations I know of that actually effective in using donations in a positive way to help children throughout the world.,credibility-appeal,1
"They are ranked very highly with groups that rate charities such as Forbes, BBB and other charity rating groups.",credibility-appeal,1
I have given to this charity before and I have followed them online and in newspaper reports,personal-story,9
Even a little can do a lot.,logical-appeal,2
A million drops  of water make an ocean of aid.,logical-appeal,2
There is a very important charity called Save the Children.,source-related-inquiry,4
Do you know much about it?,source-related-inquiry,4
They help children all over who are in need.,credibility-appeal,1
"They have programs to help with help, literacy, and disaster relief.",credibility-appeal,1
The research team will collect the donations and send it to Save the Children.,credibility-appeal,1
"Even small donations, added together, can make a tremendous difference.",logical-appeal,2
"Did you know that 16,000 children under the age of 5 die each day?",emotion-appeal,7
"Most of them die from preventable diseases, too!",emotion-appeal,7
That horrifies me!,emotion-appeal,7
"No, but they've been around for a long time, and do a lot of good in the world.",credibility-appeal,1
They are only able to help when people donate.,logical-appeal,2
I would like to tell you about the organization Save the Children.,credibility-appeal,1
They promote children's rights and help support children in developing countries.,credibility-appeal,1
You could look at their website URL to get more information.,credibility-appeal,1
You can make a donation directly from your payment from this task.,donation-information,5
The research team will collect the donations and send it to save the Children.,credibility-appeal,1
"Ok, so that 10 cents will come out of your payment and you will keep the rest of the task payment",donation-information,5
I am glad to share this iinformation.,logical-appeal,2
I feel that it is an important organization.,logical-appeal,2
This organization has been around for a long time.,credibility-appeal,1
"Yes it is, but this is a good organizations and I really appreciate your donation",credibility-appeal,1
Have you ever heard of the charity children?,source-related-inquiry,4
It's save the children.,credibility-appeal,1
It's an international nongovernmental organization.,credibility-appeal,1
They are looking out for children's rights in developing countries,credibility-appeal,1
Have you ever donated to them?,personal-related-inquiry,3
"I don't either, and when I do I usually donate to dog charities.",personal-story,9
LOL but after reading up on this they said every penny helps.,logical-appeal,2
I think I could spare .25.,self-modeling,8
Would you like to hear about ways you can help Save the Children today!,task-related-inquiry,0
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
This is a charity for children that are victims of war and hard times.,credibility-appeal,1
"For children in developing countries, especially in war zones.",credibility-appeal,1
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount.,donation-information,5
the research team collects all donations and sends it to Save the Children. :-),credibility-appeal,1
I have donated :-),personal-story,9
This is a wonderful charity that has been around for many years!,credibility-appeal,1
The charity I'm helping is called Save the Children.,credibility-appeal,1
Well the charity collects money to help protect children's rights all across the globe.,credibility-appeal,1
"As you know, children can be extremely helpless, especially in third world countries, so they deserve all the help they can get.",logical-appeal,2
$5 could make a huge different in a lot of kids lives.,logical-appeal,2
Are there any questions you have?,task-related-inquiry,0
Do you donate to any other charities?,personal-related-inquiry,3
What kind of charities do you enjoy donating to?,task-related-inquiry,0
Great it will be taken straight from the payment,donation-information,5
Save the children are you aware of what thwy do,credibility-appeal,1
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
Yes its wonderful they help displaced kids,credibility-appeal,1
"Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc.",credibility-appeal,1
Yes more than likely it will,credibility-appeal,1
Yes it goes straighr to the save the children,credibility-appeal,1
What if i told you that you have the opportunity of a lifetime to make a change in the world?,task-related-inquiry,0
"Well, the opportunity would be able to help fight world hunger by donating to Save the Children.",credibility-appeal,1
It benefits every where not just war torn countries,logical-appeal,2
The best part is knowing that you can help make a change in a person's life who is currently unable to financially,emotion-appeal,7
Have you ever made a donation that you have been proud to be a part of?,personal-related-inquiry,3
"Well, if you make a donation to Save the Children i can gaurantee that you will know where it goes.",logical-appeal,2
It can be as much as you want.,donation-information,5
"I sure have, that is why i can cofidently say that now only will your money be going where you want it to but it will be put to good use when it gets there.",logical-appeal,2
This is a fine organization.,credibility-appeal,1
I have done some research and the majority of the proceeds go directly into helping the children.,credibility-appeal,1
Do you have any friends or coworkers you might be willing to donate as well?,task-related-inquiry,0
Or how about an office pool to raise money?,task-related-inquiry,0
Anything you could get in donations would certainly help.,logical-appeal,2
It doesn't have to be a full $500 donation.,logical-appeal,2
So how do you feel about children?,task-related-inquiry,0
"Do you have any children yourself, or do you plan to in the future?",personal-related-inquiry,3
"So many kids out there need a home, after all!",emotion-appeal,7
"There are so many issues today with children, all over the world!",emotion-appeal,7
"For instance, did you know that in the first two months of 2018 alone, over 1k children were killed or injured in intensifying violence?",emotion-appeal,7
Oh?,source-related-inquiry,4
"I assume you\'ve heard about the organization called ""Save the Children"" then?",source-related-inquiry,4
"That, they do!",credibility-appeal,1
Did you know they've won over 7 different awards for their charitable work?,credibility-appeal,1
"As a former foster kid, it makes me happy to see this place bring such awareness to the issues and needs of our young.",credibility-appeal,1
"You can donate just a few cents, or even the whole amount of your final payout if you choose!",donation-information,5
"I mean, we already spend money on small snacks or a coffee we could forgo, why not give it to a charitable cause?",logical-appeal,2
"I remember being in a group home as a kid, and a bunch of ladies had made blankets and hats for us.",personal-story,9
I still have the blanket I was made to this day!,personal-story,9
A little goes a long way :),logical-appeal,2
"Yeah, it really is humbling to watch society ban together and help each other!",logical-appeal,2
"Either way, I'm sure Save the Children will appreciate your donation, and be able to save many more children in the future.",logical-appeal,2
Do you know about Save the Childre organization?,source-related-inquiry,4
They help children in need,credibility-appeal,1
I have seen kids dying of hunger in those countries at war.It breaks my heart,emotion-appeal,7
They are children.They did not ask fot this.,emotion-appeal,7
How much money do you spend on candy?,task-related-inquiry,0
Well that can make a difference in a children life,logical-appeal,2
This one ensure that children get the money,credibility-appeal,1
Many children in war zones are struggling,emotion-appeal,7
You care for children?,personal-related-inquiry,3
It will everything helps,logical-appeal,2
"Hi, I would like to speak to you about a wonderful charity called ""save the children"".",credibility-appeal,1
"When you give to Save the Children, you're investing in a future for every last child.Nearly 90% of every dollar you give goes straight to our mission ??Â¸??Â¸ helping children grow up healthy, learning and safe.",credibility-appeal,1
We use to support the mission ??Â¸??Â¸ running our programs and raising funds to help more children.,credibility-appeal,1
Giving to Save the Children is one of the world's best investments.,emotion-appeal,7
Changing children's lives now.,emotion-appeal,7
Transforming the future we all share.,emotion-appeal,7
"In 2017 alone, Save the Children reached more than 155 million children in 120 countries, including the U.S.",credibility-appeal,1
Results like these are only possible because of giving people like you.,logical-appeal,2
Whether you give a little or a lot.,logical-appeal,2
Every gift makes a world of difference for a child in need.,logical-appeal,2
"I know, it is a really great organization.",credibility-appeal,1
Most people would not even notice the money missing.,logical-appeal,2
I will match your contribution.,self-modeling,8
do you know Save the children?,source-related-inquiry,4
Its very important.,logical-appeal,2
Provide health assistant for kids in need,logical-appeal,2
Every child must have health care and food to put in their bellies,logical-appeal,2
Yes they are everywhere.,emotion-appeal,7
I saw a kid die in my hands once.,emotion-appeal,7
It was horrible,emotion-appeal,7
THanks to Save the children.,logical-appeal,2
The number of death worlwide has been reduced,logical-appeal,2
HAve much money do you waste on candy on a monthly basis?,task-related-inquiry,0
I am sure that you should be spending money in something you dont really need,logical-appeal,2
The organization will make good use of your money,credibility-appeal,1
What are your thoughts on donating to children's charities?,personal-related-inquiry,3
Have you ever heard of Save the Children?,source-related-inquiry,4
You would be helping some children who desperately need it,logical-appeal,2
"Did you know that in the first 2 months of 2018 alone, 1000 kids were killed or injured in the violence happening in Syria?",emotion-appeal,7
Your donation will help those kids so much.,emotion-appeal,7
You should feel so good donating,emotion-appeal,7
"So at the end of this, you can choose any amount from $0 to all of your payment.",donation-information,5
The research team will collect all donations and send it to Save the Children.,donation-information,5
I donate money to save the children,personal-story,9
Yes. Save the children is a great charity.,credibility-appeal,1
They are really serious about helping children.,credibility-appeal,1
I have been donating money to save the children for 5 years.,personal-story,9
I give them 1000 dollars every year.,personal-story,9
You can donate any amount to save the children.,donation-information,5
I have done my research and I can tell you they are a great organization full of kind / sincere people.,credibility-appeal,1
Would you like the link to their website?,task-related-inquiry,0
URL,credibility-appeal,1
"Well Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
Yes it is  URL,credibility-appeal,1
I suggest that you do $25 it would really help out a child,donation-information,5
Do you have questions?,task-related-inquiry,0
Your donation will be directly deducted from your task payment.,donation-information,5
Have you heard of Save the children?,source-related-inquiry,4
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"It ensures childrens right to health, education and so on.",credibility-appeal,1
Do you ever volunteer or make donations?,personal-related-inquiry,3
Animals are like children.,logical-appeal,2
In the first 2 months of 2018 alone 1000 children were reportedly killed or injured.,emotion-appeal,7
Save the Children is an amazing organization.,emotion-appeal,7
The children were reportedly killed or injured in intensifying violence.,emotion-appeal,7
Syrian children have grown up facing daily threat of violence.,emotion-appeal,7
It is so sad that children have to been in the middle of all the hate in the world today.,emotion-appeal,7
It breaks my heart to see and hear of how bad children have to live and what they go thru each and every single day.,emotion-appeal,7
Making a small donation today will indeed help children and their families in such sad situations.,logical-appeal,2
URL if you would like to read more about the chairty.,credibility-appeal,1
"I thank you very much, with what you know about save the children",task-related-inquiry,0
you've donated something to the kids lately,task-related-inquiry,0
"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"the month that passed a full gift of 2 large clothes bags for these children, is a great pleasure when it helps",credibility-appeal,1
children are the most valuable thing we have all are the future and should grow well healthy and full of knowledge,credibility-appeal,1
tell me a bit about your life,personal-related-inquiry,3
I posted every year a pack of any organization for kids,credibility-appeal,1
what do you know about this organization,source-related-inquiry,4
"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
this is the most important thing for them and to make some happy ones,emotion-appeal,7
I give each end of the year $ 100 in the help of these children,personal-story,9
this is very important for my life and for my family to help not only our own people but also everybody who needs tons of help,logical-appeal,2
there are needs for my help,logical-appeal,2
Have you ever heard of the organization Save the Children?,source-related-inquiry,4
They are an amazing organization with a national and an international presence.,credibility-appeal,1
Would you like to know more about what they do?,task-related-inquiry,0
I understand and I do not want to take up too much of your time.,logical-appeal,2
But please know that this organization ehlps children on every continent but Antartica.,logical-appeal,2
There just isn't the population to warrant it.,credibility-appeal,1
The climate is not sustainable for human life and children do not reside there.,credibility-appeal,1
"But in the other countries they provide emergency response, global advocacy,  literacy, and health education.",credibility-appeal,1
It is spread out by need but rest assured that their charity ranges from Kentucky all the way to Kenya.,credibility-appeal,1
"Also, 86% of all expenditures go to program services so everyone that donates knows that their money is being used for a good cause rather than misappropriated.",credibility-appeal,1
You can visit their website or I can assist you with donating today.,credibility-appeal,1
Can I ask if you have ever donated to a charity before?,personal-related-inquiry,3
Charity is very important.,logical-appeal,2
Is this a charity you believe to be doing a good thing based on the information I have provided?,task-related-inquiry,0
Any little bit helps.,logical-appeal,2
Even a dollar or less can be used to do great things.,foot-in-the-door,6
Small donations add up quickly.,foot-in-the-door,6
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
I hate to push but is there any chance you could give just $0.25?,foot-in-the-door,6
Have you heard of the charity called Save the Children?,source-related-inquiry,4
"It is a US based charity that helps kids by collecting money to help supply them with their basic needs like healthcare, food, and clothing.",credibility-appeal,1
"Today I am asking if you would consider even a small donation to STC, even $0.05 would help.",foot-in-the-door,6
Everything really helps out.,logical-appeal,2
Have you heard about the recent storms in Hawaii?,task-related-inquiry,0
"Well, STC has already pledged to help the kids in Hawaii.",credibility-appeal,1
They do not waste any time and they get right to the world's problems.,credibility-appeal,1
I know I would feel horrible if any kids in my family/extended family were suffering.,emotion-appeal,7
Do you have kids in your family/extended family?,personal-related-inquiry,3
So you really understand kids!,logical-appeal,2
I like this charity because they make it so easy to give any amount.,logical-appeal,2
Were you interested in their website info?,task-related-inquiry,0
"They are US based, the US office is located in CT.",credibility-appeal,1
"The site tells of all the areas getting help, including war torn areas as well.",credibility-appeal,1
It also details how people can sponsor individual kids.,credibility-appeal,1
"It is a  great organization, don't you agree?",task-related-inquiry,0
It breaks my heart to know that while I have so much freedom there are kids that look at a simple meal as a lifesaving chance.,emotion-appeal,7
"Hey, how are you doing, have you ever heard of a charity called Save the Children?",source-related-inquiry,4
"It's an international organization that promotes children's rights, provides relief and helps support children in developing countries, does that sound like something you'd get behind?",credibility-appeal,1
"Your help could really make a difference in a child's life, think of a child who didn't have enough to eat, just a small bit of help may have saved them, are you sure you're not interested?",foot-in-the-door,6
"That's great, it sounds like it's an issue you really care about then, why not put some of that effort into a charity that's doing really great work like Save the Children?",task-related-inquiry,0
"I'm not asking you to donate years of your life, just a couple of cents if possible, is that something you could possibly do tonight?",foot-in-the-door,6
"You're probably on a computer right now, so you probably have quite a bit of money yourself, don't you think you could spare maybe 25 cents for some needy children around the world?",foot-in-the-door,6
Do you have children yourself?,personal-related-inquiry,3
"What if your children were in a position these kids are in, wouldn't you want someone to help them?",personal-related-inquiry,3
"If only they had parental support, but in war-torn countries like Syria their parents are being killed in wars or are fighting for their country, they have no help and that's why they need your support, please find it in your heart to just give a little bit tonight, that's all I'm asking.",emotion-appeal,7
"Well with our current president it's not likely they're going to be brought the US, so they need any help they can get, and 25 cents might not seem like a lot, but if 10000 people donated 25 cents then the impact will be huge.",foot-in-the-door,6
"I understand it may not seem like a lot, but it can really make a difference",foot-in-the-door,6
"You can donate some or all of your payment from this task to Save the Children, i'd really appreciate it if you did, but I understand if you still don't want to",donation-information,5
Do you happen to be a parent?,personal-related-inquiry,3
How are they relevant to you?,personal-related-inquiry,3
"I would like to find out, so I can tailor the information to you.",personal-related-inquiry,3
Have you ever worked with children with were born to poorer families?,personal-related-inquiry,3
Every little thing does make a difference.,logical-appeal,2
Have you heard of the separation of kids from their parents at the Mexico-US border lately?,logical-appeal,2
We are actually involved in that as well and helping to reunite the kids with their families.,credibility-appeal,1
Even a couple of cents.,foot-in-the-door,6
Whatever you can afford.,foot-in-the-door,6
"So, are you interested in charities that help save the children?",source-related-inquiry,4
What does the charity do exactly?,task-related-inquiry,0
"Instead of the typical charities that help children in a far away land, we here use state of the art location technology to help children in need right in your own community so you can see your money at work personally",credibility-appeal,1
It would go to the three most important things that a child need.,credibility-appeal,1
"Food, shelter, and education.",credibility-appeal,1
The majority of your donation would go towards education as that is often the most difficult to provide for the children,credibility-appeal,1
"We are completely transparent with our records, when you donate you will be given an account so you can track where every bit of your money goes, from your account all the way to the community.",credibility-appeal,1
"Perfect, we will be sending over an email to setup your account info so you can track it and make any future donations if you desire.",donation-information,5
Do you consider yourself someone that wants to make a change in the world?,personal-related-inquiry,3
I think some are good but i've been donating to Save the Children (foundation).,self-modeling,8
Have you ever heard of them?,source-related-inquiry,4
It is similar in which all funds donated are used to help kids in need.,credibility-appeal,1
"yes, have you heard about the crisis in syria?",task-related-inquiry,0
Children are being hit with bombs they are looking for help in war zones,emotion-appeal,7
not as much as they should.,logical-appeal,2
"choosing anywhere between $0 and all of your payment, how much would you like to donate?",donation-information,5
"This organization is called Save the Children and your donation can help ensure children't rights to health, education, and safety.",credibility-appeal,1
We have been around for a long time and have worked hard to ensure that as much of your money as possible goes towards helping the children.,credibility-appeal,1
The children need your help to ensure that they have a fighting chance at their future.,logical-appeal,2
You can help care for them medically and ensure they have the education needed to succeed in life.,logical-appeal,2
What is a typical donation?,task-related-inquiry,0
"Through child sponsorship, you can change a child's life, as well as your own ??Â¸??Â¸ all for about $1 a day.",logical-appeal,2
We also have where you can set up a monthly donation or make a one time donation.,donation-information,5
"Yes, what questions do you have?",task-related-inquiry,0
"Our headquarters is based out of Fairfield, CT and we service children all over the world.",credibility-appeal,1
We have several programs throughout the US to help children here.,credibility-appeal,1
We also over several outreach programs in countries around the world.,credibility-appeal,1
Where we serve depends on where the needs are greatest and/or if there are any emergency situations.,credibility-appeal,1
"So I wanted to explain a little about the Save the Children foundation, and why donating is important..",credibility-appeal,1
"It's a non governmental program that promotes the rights of children, and provides relief to these children in developing countries",credibility-appeal,1
"Well, they provide education, food, and clothing.",credibility-appeal,1
"Also, when a child is sick, they sometimes don't have the funds for proper healthcare, so unfortunately they die.",emotion-appeal,7
It's really terrible.,emotion-appeal,7
"So many children die from hunger, and it's not fair.",emotion-appeal,7
"It is the worlds first global charity for children, and have credentials to back them up.",credibility-appeal,1
Charity watch group gives them the top rating for achieving results.,credibility-appeal,1
"The money is truly going to the children, as opposed to the company",credibility-appeal,1
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from 0 to all of your payment.,donation-information,5
"I wouldn't suggest all of your payment, but just a small amount would help",foot-in-the-door,6
"Yeah, I think helping Children is the most important charity there could be.",credibility-appeal,1
URL  you can go there to find more information,credibility-appeal,1
"I am a teacher, so I have a lot of compassion",personal-story,9
"I was thinking the same thing, actually.",self-modeling,8
Have you heard of the group named Save the Children?,source-related-inquiry,4
It's so sad that so many children are dying in developing countries and war zones.,emotion-appeal,7
It makes me furious.,emotion-appeal,7
"I head of one child who was in the middle of a war-torn city in Syria, who was cut off from food and water, and died.",emotion-appeal,7
This will help many kids!,logical-appeal,2
A few bucks goes a long way in these places.,foot-in-the-door,6
Have you ever thought about who the most vulnerable people are when a natural disaster strikes?,task-related-inquiry,0
Or when there's political unrest?,task-related-inquiry,0
"In countries like Syria, 1000 children have been killed during the civil war.",emotion-appeal,7
Isn't that insane?,emotion-appeal,7
"Adults often can't fend for themselves when there's a crisis, but children are especially vulnerable.",emotion-appeal,7
"Yeah, me too.",self-modeling,8
Every day I watch the news and hear about victims all over the world and feel kind of powerless.,emotion-appeal,7
Can you elaborate.,task-related-inquiry,0
How do you think people like us could help?,task-related-inquiry,0
"There are so many charities out there but I\'ve been researching one in particular called ""Save the Children.""",credibility-appeal,1
All of the money they collect goes straight to helping children in war torn parts of the world and places that have suffered natural disasters.,credibility-appeal,1
Is there any information that I could provide you with.,task-related-inquiry,0
I really believe in this organization and think it's worthwhile.,credibility-appeal,1
"It's actually been around since 1919, when it was founded by this woman in London right after World War I",credibility-appeal,1
I have to be honest with you.,credibility-appeal,1
I'm going to look that up.,credibility-appeal,1
